source,Date
MKXD,2021-09-23
KKXD,2021-09-23
TLXD,2021-09-23
KKXD,2021-09-24
MTXD,2021-09-24
XYZF,2021-09-24
MKXD,2021-09-24
MCXD,2021-09-24
JKLF,2021-09-24
TLXD,2021-09-24
GHIF,2021-09-24
ABCF,2021-09-24
CPXD,2021-09-24
MNOF,2021-09-24
KNXD,2021-09-24
UVWF,2021-09-24
DEFF,2021-09-24
TPXD,2021-09-24
GLXD,2021-09-24
NCXD,2021-09-24
NFXD,2021-09-24
QRSTF,2021-09-24
KNXD,2021-09-27
KKXD,2021-09-27
TLXD,2021-09-27
MKXD,2021-09-27
NFXD,2021-09-27
NCXD,2021-09-27
TPXD,2021-09-27
MCXD,2021-09-27
CPXD,2021-09-27
GLXD,2021-09-27
MTXD,2021-09-27
NFXD,2021-09-28
GLXD,2021-09-28
TLXD,2021-09-28
KNXD,2021-09-28
KKXD,2021-09-28
MTXD,2021-09-28
CPXD,2021-09-28
NCXD,2021-09-28
MKXD,2021-09-28
TPXD,2021-09-28
MCXD,2021-09-28
CPXD,2021-09-29
KNXD,2021-09-29
TPXD,2021-09-29
GLXD,2021-09-29
MCXD,2021-09-29
MKXD,2021-09-29
NFXD,2021-09-29
TLXD,2021-09-29
MTXD,2021-09-29
NCXD,2021-09-29
KKXD,2021-09-29
NCXD,2021-09-30
CPXD,2021-09-30
KNXD,2021-09-30
GHIQ,2021-09-30
JKLQ,2021-09-30
MNOQ,2021-09-30
UVWQ,2021-09-30
KKXD,2021-09-30
QRSTQ,2021-09-30
ABCQ,2021-09-30
DEFQ,2021-09-30
MCXD,2021-09-30
MKXD,2021-09-30
TLXD,2021-09-30
MTXD,2021-09-30
NFXD,2021-09-30
TPXD,2021-09-30
XYZQ,2021-09-30
GLXD,2021-09-30
XYZM,2021-10-01
GLXD,2021-10-01
MCXD,2021-10-01
KNXD,2021-10-01
MKXD,2021-10-01
DEFM,2021-10-01
GHIM,2021-10-01
NFXD,2021-10-01
KKXD,2021-10-01
NCXD,2021-10-01
UVWM,2021-10-01
ABCM,2021-10-01
JKLM,2021-10-01
CPXD,2021-10-01
QRSTM,2021-10-01
TPXD,2021-10-01
MNOM,2021-10-01
TLXD,2021-10-01
MTXD,2021-10-01
MCXD,2021-10-04
NCXD,2021-10-04
KKXD,2021-10-04
GLXD,2021-10-04
TPXD,2021-10-04
KNXD,2021-10-04
TLXD,2021-10-04
NFXD,2021-10-04
MKXD,2021-10-04
CPXD,2021-10-04
MTXD,2021-10-04
TLXD,2021-10-05
MKXD,2021-10-05
MCXD,2021-10-05
KKXD,2021-10-05
CPXD,2021-10-05
KNXD,2021-10-05
TPXD,2021-10-05
MTXD,2021-10-05
NCXD,2021-10-05
NFXD,2021-10-05
GLXD,2021-10-05
TPXD,2021-10-06
MTXD,2021-10-06
NFXD,2021-10-06
MCXD,2021-10-06
KKXD,2021-10-06
GLXD,2021-10-06
CPXD,2021-10-06
KNXD,2021-10-06
MKXD,2021-10-06
NCXD,2021-10-06
TLXD,2021-10-06
TPXD,2021-10-07
KNXD,2021-10-07
MTXD,2021-10-07
MCXD,2021-10-07
MKXD,2021-10-07
CPXD,2021-10-07
TLXD,2021-10-07
KKXD,2021-10-07
GLXD,2021-10-07
NCXD,2021-10-07
NFXD,2021-10-07
NFXD,2021-10-08
MNOF,2021-10-08
TLXD,2021-10-08
MKXD,2021-10-08
GLXD,2021-10-08
TPXD,2021-10-08
MCXD,2021-10-08
UVWF,2021-10-08
DEFF,2021-10-08
KKXD,2021-10-08
GHIF,2021-10-08
MTXD,2021-10-08
XYZF,2021-10-08
KNXD,2021-10-08
QRSTF,2021-10-08
ABCF,2021-10-08
JKLF,2021-10-08
NCXD,2021-10-08
CPXD,2021-10-08
GLXD,2021-10-11
MKXD,2021-10-11
MCXD,2021-10-11
KNXD,2021-10-11
NCXD,2021-10-11
KKXD,2021-10-11
TPXD,2021-10-11
CPXD,2021-10-11
MTXD,2021-10-11
NFXD,2021-10-11
TLXD,2021-10-11
GLXD,2021-10-12
MTXD,2021-10-12
MKXD,2021-10-12
MCXD,2021-10-12
KKXD,2021-10-12
TLXD,2021-10-12
NFXD,2021-10-12
KNXD,2021-10-12
NCXD,2021-10-12
CPXD,2021-10-12
TPXD,2021-10-12
MTXD,2021-10-13
CPXD,2021-10-13
MKXD,2021-10-13
TPXD,2021-10-13
TLXD,2021-10-13
GLXD,2021-10-13
KNXD,2021-10-13
MCXD,2021-10-13
KKXD,2021-10-13
NFXD,2021-10-13
NCXD,2021-10-13
MCXD,2021-10-14
MTXD,2021-10-14
GLXD,2021-10-14
TPXD,2021-10-14
NCXD,2021-10-14
CPXD,2021-10-14
TLXD,2021-10-14
NFXD,2021-10-14
KKXD,2021-10-14
KNXD,2021-10-14
MKXD,2021-10-14
KKXD,2021-10-15
MTXD,2021-10-15
NFXD,2021-10-15
KNXD,2021-10-15
MCXD,2021-10-15
CPXD,2021-10-15
GLXD,2021-10-15
TPXD,2021-10-15
TLXD,2021-10-15
MKXD,2021-10-15
NCXD,2021-10-15
GLXD,2021-10-18
TPXD,2021-10-18
KNXD,2021-10-18
MCXD,2021-10-18
KKXD,2021-10-18
NFXD,2021-10-18
CPXD,2021-10-18
MTXD,2021-10-18
TLXD,2021-10-18
MKXD,2021-10-18
NCXD,2021-10-18
KNXD,2021-10-19
CPXD,2021-10-19
NCXD,2021-10-19
MTXD,2021-10-19
TLXD,2021-10-19
TPXD,2021-10-19
GLXD,2021-10-19
NFXD,2021-10-19
MKXD,2021-10-19
MCXD,2021-10-19
KKXD,2021-10-19
CPXD,2021-10-20
TLXD,2021-10-20
MKXD,2021-10-20
GLXD,2021-10-20
NFXD,2021-10-20
KKXD,2021-10-20
TPXD,2021-10-20
MCXD,2021-10-20
MTXD,2021-10-20
NCXD,2021-10-20
KNXD,2021-10-20
NCXD,2021-10-21
TLXD,2021-10-21
KNXD,2021-10-21
KKXD,2021-10-21
MCXD,2021-10-21
GLXD,2021-10-21
CPXD,2021-10-21
MKXD,2021-10-21
TPXD,2021-10-21
MTXD,2021-10-21
NFXD,2021-10-21
UVWF,2021-10-22
MKXD,2021-10-22
JKLF,2021-10-22
XYZF,2021-10-22
NCXD,2021-10-22
MNOF,2021-10-22
TPXD,2021-10-22
NFXD,2021-10-22
GLXD,2021-10-22
QRSTF,2021-10-22
CPXD,2021-10-22
GHIF,2021-10-22
MTXD,2021-10-22
TLXD,2021-10-22
DEFF,2021-10-22
MCXD,2021-10-22
ABCF,2021-10-22
KNXD,2021-10-22
KKXD,2021-10-22
CPXD,2021-10-25
TPXD,2021-10-25
MCXD,2021-10-25
NCXD,2021-10-25
MKXD,2021-10-25
KNXD,2021-10-25
TLXD,2021-10-25
MTXD,2021-10-25
NFXD,2021-10-25
GLXD,2021-10-25
KKXD,2021-10-25
MTXD,2021-10-26
CPXD,2021-10-26
GLXD,2021-10-26
NCXD,2021-10-26
NFXD,2021-10-26
MKXD,2021-10-26
TPXD,2021-10-26
MCXD,2021-10-26
TLXD,2021-10-26
KKXD,2021-10-26
KNXD,2021-10-26
KKXD,2021-10-27
GLXD,2021-10-27
NCXD,2021-10-27
NFXD,2021-10-27
MCXD,2021-10-27
TPXD,2021-10-27
CPXD,2021-10-27
MTXD,2021-10-27
KNXD,2021-10-27
TLXD,2021-10-27
MKXD,2021-10-27
MTXD,2021-10-28
NFXD,2021-10-28
KNXD,2021-10-28
GLXD,2021-10-28
CPXD,2021-10-28
MKXD,2021-10-28
TLXD,2021-10-28
MCXD,2021-10-28
TPXD,2021-10-28
NCXD,2021-10-28
KKXD,2021-10-28
KNXD,2021-10-29
NFXD,2021-10-29
NCXD,2021-10-29
MTXD,2021-10-29
CPXD,2021-10-29
MCXD,2021-10-29
TLXD,2021-10-29
TPXD,2021-10-29
MKXD,2021-10-29
KKXD,2021-10-29
GLXD,2021-10-29
NFXD,2021-11-01
XYZM,2021-11-01
KKXD,2021-11-01
QRSTM,2021-11-01
ABCM,2021-11-01
JKLM,2021-11-01
MCXD,2021-11-01
TPXD,2021-11-01
KNXD,2021-11-01
CPXD,2021-11-01
TLXD,2021-11-01
UVWM,2021-11-01
MTXD,2021-11-01
MKXD,2021-11-01
MNOM,2021-11-01
GLXD,2021-11-01
NCXD,2021-11-01
GHIM,2021-11-01
DEFM,2021-11-01
TPXD,2021-11-02
MKXD,2021-11-02
NCXD,2021-11-02
MCXD,2021-11-02
KKXD,2021-11-02
MTXD,2021-11-02
CPXD,2021-11-02
GLXD,2021-11-02
NFXD,2021-11-02
TLXD,2021-11-02
KNXD,2021-11-02
NCXD,2021-11-03
MTXD,2021-11-03
CPXD,2021-11-03
GLXD,2021-11-03
KNXD,2021-11-03
NFXD,2021-11-03
MCXD,2021-11-03
TPXD,2021-11-03
KKXD,2021-11-03
MKXD,2021-11-03
TLXD,2021-11-03
MTXD,2021-11-04
GLXD,2021-11-04
NCXD,2021-11-04
NFXD,2021-11-04
TPXD,2021-11-04
TLXD,2021-11-04
MKXD,2021-11-04
KKXD,2021-11-04
MCXD,2021-11-04
KNXD,2021-11-04
CPXD,2021-11-04
QRSTF,2021-11-05
MTXD,2021-11-05
GLXD,2021-11-05
MCXD,2021-11-05
KNXD,2021-11-05
ABCF,2021-11-05
NCXD,2021-11-05
XYZF,2021-11-05
NFXD,2021-11-05
KKXD,2021-11-05
JKLF,2021-11-05
TPXD,2021-11-05
MNOF,2021-11-05
GHIF,2021-11-05
TLXD,2021-11-05
MKXD,2021-11-05
CPXD,2021-11-05
UVWF,2021-11-05
DEFF,2021-11-05
TPXD,2021-11-08
GLXD,2021-11-08
KKXD,2021-11-08
NFXD,2021-11-08
MKXD,2021-11-08
KNXD,2021-11-08
NCXD,2021-11-08
CPXD,2021-11-08
MCXD,2021-11-08
TLXD,2021-11-08
MTXD,2021-11-08
MTXD,2021-11-09
KNXD,2021-11-09
CPXD,2021-11-09
NFXD,2021-11-09
KKXD,2021-11-09
GLXD,2021-11-09
MCXD,2021-11-09
TLXD,2021-11-09
NCXD,2021-11-09
TPXD,2021-11-09
MKXD,2021-11-09
KKXD,2021-11-10
CPXD,2021-11-10
KNXD,2021-11-10
MCXD,2021-11-10
TPXD,2021-11-10
NFXD,2021-11-10
MKXD,2021-11-10
MTXD,2021-11-10
NCXD,2021-11-10
GLXD,2021-11-10
TLXD,2021-11-10
CPXD,2021-11-11
MTXD,2021-11-11
KNXD,2021-11-11
NCXD,2021-11-11
NFXD,2021-11-11
GLXD,2021-11-11
MKXD,2021-11-11
TPXD,2021-11-11
MCXD,2021-11-11
KKXD,2021-11-11
TLXD,2021-11-11
TPXD,2021-11-12
KKXD,2021-11-12
CPXD,2021-11-12
MKXD,2021-11-12
NFXD,2021-11-12
KNXD,2021-11-12
MTXD,2021-11-12
TLXD,2021-11-12
MCXD,2021-11-12
GLXD,2021-11-12
NCXD,2021-11-12
CPXD,2021-11-15
KNXD,2021-11-15
KKXD,2021-11-15
MTXD,2021-11-15
MCXD,2021-11-15
GLXD,2021-11-15
NCXD,2021-11-15
TLXD,2021-11-15
TPXD,2021-11-15
NFXD,2021-11-15
MKXD,2021-11-15
CPXD,2021-11-16
MCXD,2021-11-16
NCXD,2021-11-16
MTXD,2021-11-16
TLXD,2021-11-16
KNXD,2021-11-16
GLXD,2021-11-16
NFXD,2021-11-16
MKXD,2021-11-16
KKXD,2021-11-16
TPXD,2021-11-16
MKXD,2021-11-17
GLXD,2021-11-17
MCXD,2021-11-17
CPXD,2021-11-17
KKXD,2021-11-17
TLXD,2021-11-17
KNXD,2021-11-17
NFXD,2021-11-17
TPXD,2021-11-17
MTXD,2021-11-17
NCXD,2021-11-17
MCXD,2021-11-18
CPXD,2021-11-18
TPXD,2021-11-18
NFXD,2021-11-18
MTXD,2021-11-18
KNXD,2021-11-18
KKXD,2021-11-18
MKXD,2021-11-18
GLXD,2021-11-18
NCXD,2021-11-18
TLXD,2021-11-18
JKLF,2021-11-19
KNXD,2021-11-19
KKXD,2021-11-19
GLXD,2021-11-19
TLXD,2021-11-19
MNOF,2021-11-19
MTXD,2021-11-19
MCXD,2021-11-19
GHIF,2021-11-19
TPXD,2021-11-19
DEFF,2021-11-19
MKXD,2021-11-19
QRSTF,2021-11-19
UVWF,2021-11-19
NCXD,2021-11-19
ABCF,2021-11-19
CPXD,2021-11-19
NFXD,2021-11-19
XYZF,2021-11-19
MKXD,2021-11-22
KKXD,2021-11-22
MTXD,2021-11-22
GLXD,2021-11-22
NCXD,2021-11-22
TLXD,2021-11-22
KNXD,2021-11-22
CPXD,2021-11-22
NFXD,2021-11-22
MCXD,2021-11-22
TPXD,2021-11-22
MCXD,2021-11-23
MTXD,2021-11-23
TPXD,2021-11-23
KKXD,2021-11-23
MKXD,2021-11-23
NFXD,2021-11-23
CPXD,2021-11-23
NCXD,2021-11-23
KNXD,2021-11-23
GLXD,2021-11-23
TLXD,2021-11-23
GLXD,2021-11-24
MCXD,2021-11-24
KNXD,2021-11-24
CPXD,2021-11-24
NCXD,2021-11-24
TLXD,2021-11-24
MKXD,2021-11-24
KKXD,2021-11-24
MTXD,2021-11-24
TPXD,2021-11-24
NFXD,2021-11-24
NFXD,2021-11-25
CPXD,2021-11-25
KNXD,2021-11-25
GLXD,2021-11-25
MTXD,2021-11-25
KKXD,2021-11-25
TPXD,2021-11-25
TLXD,2021-11-25
NCXD,2021-11-25
MKXD,2021-11-25
MCXD,2021-11-25
MCXD,2021-11-26
KKXD,2021-11-26
KNXD,2021-11-26
TPXD,2021-11-26
MKXD,2021-11-26
MTXD,2021-11-26
NFXD,2021-11-26
CPXD,2021-11-26
TLXD,2021-11-26
GLXD,2021-11-26
NCXD,2021-11-26
TPXD,2021-11-29
NFXD,2021-11-29
KNXD,2021-11-29
NCXD,2021-11-29
MKXD,2021-11-29
MCXD,2021-11-29
MTXD,2021-11-29
CPXD,2021-11-29
TLXD,2021-11-29
KKXD,2021-11-29
GLXD,2021-11-29
KNXD,2021-11-30
NCXD,2021-11-30
MTXD,2021-11-30
TPXD,2021-11-30
MKXD,2021-11-30
CPXD,2021-11-30
TLXD,2021-11-30
GLXD,2021-11-30
NFXD,2021-11-30
MCXD,2021-11-30
KKXD,2021-11-30
KNXD,2021-12-01
CPXD,2021-12-01
QRSTM,2021-12-01
XYZM,2021-12-01
GLXD,2021-12-01
UVWM,2021-12-01
ABCM,2021-12-01
MCXD,2021-12-01
MTXD,2021-12-01
TLXD,2021-12-01
DEFM,2021-12-01
GHIM,2021-12-01
MKXD,2021-12-01
TPXD,2021-12-01
NCXD,2021-12-01
MNOM,2021-12-01
KKXD,2021-12-01
NFXD,2021-12-01
JKLM,2021-12-01
KKXD,2021-12-02
MCXD,2021-12-02
CPXD,2021-12-02
TLXD,2021-12-02
GLXD,2021-12-02
TPXD,2021-12-02
NFXD,2021-12-02
KNXD,2021-12-02
NCXD,2021-12-02
MKXD,2021-12-02
MTXD,2021-12-02
KKXD,2021-12-03
NCXD,2021-12-03
GHIF,2021-12-03
ABCF,2021-12-03
MCXD,2021-12-03
UVWF,2021-12-03
MKXD,2021-12-03
DEFF,2021-12-03
KNXD,2021-12-03
JKLF,2021-12-03
NFXD,2021-12-03
CPXD,2021-12-03
QRSTF,2021-12-03
TPXD,2021-12-03
MNOF,2021-12-03
TLXD,2021-12-03
XYZF,2021-12-03
MTXD,2021-12-03
GLXD,2021-12-03
GLXD,2021-12-06
TLXD,2021-12-06
NFXD,2021-12-06
MCXD,2021-12-06
KNXD,2021-12-06
MTXD,2021-12-06
KKXD,2021-12-06
TPXD,2021-12-06
MKXD,2021-12-06
CPXD,2021-12-06
NCXD,2021-12-06
MTXD,2021-12-07
MCXD,2021-12-07
TLXD,2021-12-07
GLXD,2021-12-07
MKXD,2021-12-07
NCXD,2021-12-07
NFXD,2021-12-07
CPXD,2021-12-07
KNXD,2021-12-07
TPXD,2021-12-07
KKXD,2021-12-07
NCXD,2021-12-08
GLXD,2021-12-08
CPXD,2021-12-08
TPXD,2021-12-08
MCXD,2021-12-08
NFXD,2021-12-08
MKXD,2021-12-08
KKXD,2021-12-08
TLXD,2021-12-08
MTXD,2021-12-08
KNXD,2021-12-08
CPXD,2021-12-09
NCXD,2021-12-09
KKXD,2021-12-09
NFXD,2021-12-09
MKXD,2021-12-09
KNXD,2021-12-09
TLXD,2021-12-09
GLXD,2021-12-09
MCXD,2021-12-09
TPXD,2021-12-09
MTXD,2021-12-09
MTXD,2021-12-10
NCXD,2021-12-10
MKXD,2021-12-10
CPXD,2021-12-10
MCXD,2021-12-10
TPXD,2021-12-10
KNXD,2021-12-10
KKXD,2021-12-10
NFXD,2021-12-10
TLXD,2021-12-10
GLXD,2021-12-10
MKXD,2021-12-13
KNXD,2021-12-13
NFXD,2021-12-13
TLXD,2021-12-13
MTXD,2021-12-13
GLXD,2021-12-13
CPXD,2021-12-13
TPXD,2021-12-13
MCXD,2021-12-13
NCXD,2021-12-13
KKXD,2021-12-13
MCXD,2021-12-14
CPXD,2021-12-14
GLXD,2021-12-14
MKXD,2021-12-14
KKXD,2021-12-14
MTXD,2021-12-14
NCXD,2021-12-14
TLXD,2021-12-14
NFXD,2021-12-14
TPXD,2021-12-14
KNXD,2021-12-14
MKXD,2021-12-15
CPXD,2021-12-15
TLXD,2021-12-15
MCXD,2021-12-15
MTXD,2021-12-15
TPXD,2021-12-15
GLXD,2021-12-15
NCXD,2021-12-15
KNXD,2021-12-15
NFXD,2021-12-15
KKXD,2021-12-15
KKXD,2021-12-16
TLXD,2021-12-16
NFXD,2021-12-16
NCXD,2021-12-16
MKXD,2021-12-16
KNXD,2021-12-16
GLXD,2021-12-16
CPXD,2021-12-16
TPXD,2021-12-16
MCXD,2021-12-16
MTXD,2021-12-16
TPXD,2021-12-17
QRSTF,2021-12-17
GHIF,2021-12-17
ABCF,2021-12-17
DEFF,2021-12-17
KNXD,2021-12-17
GLXD,2021-12-17
JKLF,2021-12-17
NCXD,2021-12-17
MTXD,2021-12-17
XYZF,2021-12-17
UVWF,2021-12-17
MNOF,2021-12-17
TLXD,2021-12-17
MCXD,2021-12-17
KKXD,2021-12-17
MKXD,2021-12-17
CPXD,2021-12-17
NFXD,2021-12-17
TLXD,2021-12-20
NCXD,2021-12-20
GLXD,2021-12-20
MCXD,2021-12-20
TPXD,2021-12-20
MTXD,2021-12-20
KKXD,2021-12-20
MKXD,2021-12-20
KNXD,2021-12-20
CPXD,2021-12-20
NFXD,2021-12-20
KNXD,2021-12-21
TLXD,2021-12-21
GLXD,2021-12-21
MCXD,2021-12-21
NCXD,2021-12-21
MTXD,2021-12-21
KKXD,2021-12-21
MKXD,2021-12-21
NFXD,2021-12-21
TPXD,2021-12-21
CPXD,2021-12-21
TPXD,2021-12-22
KKXD,2021-12-22
MTXD,2021-12-22
GLXD,2021-12-22
NFXD,2021-12-22
MKXD,2021-12-22
NCXD,2021-12-22
TLXD,2021-12-22
KNXD,2021-12-22
MCXD,2021-12-22
CPXD,2021-12-22
NCXD,2021-12-23
MKXD,2021-12-23
TPXD,2021-12-23
KNXD,2021-12-23
MCXD,2021-12-23
NFXD,2021-12-23
GLXD,2021-12-23
KKXD,2021-12-23
TLXD,2021-12-23
CPXD,2021-12-23
MTXD,2021-12-23
GLXD,2021-12-24
NFXD,2021-12-24
CPXD,2021-12-24
TPXD,2021-12-24
MCXD,2021-12-24
NCXD,2021-12-24
MTXD,2021-12-24
MKXD,2021-12-24
KNXD,2021-12-24
TLXD,2021-12-24
KKXD,2021-12-24
KKXD,2021-12-27
MTXD,2021-12-27
GLXD,2021-12-27
MKXD,2021-12-27
TPXD,2021-12-27
TLXD,2021-12-27
KNXD,2021-12-27
CPXD,2021-12-27
NFXD,2021-12-27
NCXD,2021-12-27
MCXD,2021-12-27
KNXD,2021-12-28
NCXD,2021-12-28
TLXD,2021-12-28
KKXD,2021-12-28
CPXD,2021-12-28
TPXD,2021-12-28
MTXD,2021-12-28
NFXD,2021-12-28
GLXD,2021-12-28
MCXD,2021-12-28
MKXD,2021-12-28
KKXD,2021-12-29
KNXD,2021-12-29
MTXD,2021-12-29
MKXD,2021-12-29
MCXD,2021-12-29
NFXD,2021-12-29
TPXD,2021-12-29
TLXD,2021-12-29
CPXD,2021-12-29
NCXD,2021-12-29
GLXD,2021-12-29
MKXD,2021-12-30
MCXD,2021-12-30
MTXD,2021-12-30
NFXD,2021-12-30
TPXD,2021-12-30
CPXD,2021-12-30
KKXD,2021-12-30
NCXD,2021-12-30
GLXD,2021-12-30
KNXD,2021-12-30
TLXD,2021-12-30
MNOQ,2021-12-31
MKXD,2021-12-31
XYZF,2021-12-31
MTXD,2021-12-31
QRSTQ,2021-12-31
JKLQ,2021-12-31
NFXD,2021-12-31
ABCF,2021-12-31
UVWQ,2021-12-31
GHIF,2021-12-31
ABCQ,2021-12-31
MCXD,2021-12-31
TPXD,2021-12-31
DEFQ,2021-12-31
GHIQ,2021-12-31
KKXD,2021-12-31
TLXD,2021-12-31
QRSTF,2021-12-31
UVWF,2021-12-31
DEFF,2021-12-31
CPXD,2021-12-31
NCXD,2021-12-31
XYZQ,2021-12-31
KNXD,2021-12-31
GLXD,2021-12-31
MNOF,2021-12-31
JKLF,2021-12-31
UVWM,2022-01-01
XYZM,2022-01-01
MNOM,2022-01-01
JKLM,2022-01-01
DEFM,2022-01-01
QRSTM,2022-01-01
GHIM,2022-01-01
ABCM,2022-01-01
MTXD,2022-01-03
GLXD,2022-01-03
MCXD,2022-01-03
CPXD,2022-01-03
NCXD,2022-01-03
MKXD,2022-01-03
TLXD,2022-01-03
KKXD,2022-01-03
TPXD,2022-01-03
NFXD,2022-01-03
KNXD,2022-01-03
MCXD,2022-01-04
MTXD,2022-01-04
CPXD,2022-01-04
KKXD,2022-01-04
GLXD,2022-01-04
NFXD,2022-01-04
KNXD,2022-01-04
NCXD,2022-01-04
TLXD,2022-01-04
TPXD,2022-01-04
MKXD,2022-01-04
NCXD,2022-01-05
MCXD,2022-01-05
CPXD,2022-01-05
TPXD,2022-01-05
MKXD,2022-01-05
NFXD,2022-01-05
TLXD,2022-01-05
KNXD,2022-01-05
MTXD,2022-01-05
KKXD,2022-01-05
GLXD,2022-01-05
TLXD,2022-01-06
GLXD,2022-01-06
TPXD,2022-01-06
NFXD,2022-01-06
NCXD,2022-01-06
MKXD,2022-01-06
CPXD,2022-01-06
KNXD,2022-01-06
KKXD,2022-01-06
MTXD,2022-01-06
MCXD,2022-01-06
MCXD,2022-01-07
KNXD,2022-01-07
GLXD,2022-01-07
KKXD,2022-01-07
TPXD,2022-01-07
MKXD,2022-01-07
CPXD,2022-01-07
NCXD,2022-01-07
MTXD,2022-01-07
NFXD,2022-01-07
TLXD,2022-01-07
TPXD,2022-01-10
MKXD,2022-01-10
KKXD,2022-01-10
GLXD,2022-01-10
NCXD,2022-01-10
TLXD,2022-01-10
MCXD,2022-01-10
KNXD,2022-01-10
MTXD,2022-01-10
NFXD,2022-01-10
CPXD,2022-01-10
NFXD,2022-01-11
NCXD,2022-01-11
KNXD,2022-01-11
GLXD,2022-01-11
MCXD,2022-01-11
KKXD,2022-01-11
TPXD,2022-01-11
TLXD,2022-01-11
MKXD,2022-01-11
CPXD,2022-01-11
MTXD,2022-01-11
KKXD,2022-01-12
GLXD,2022-01-12
KNXD,2022-01-12
TLXD,2022-01-12
MKXD,2022-01-12
TPXD,2022-01-12
MCXD,2022-01-12
NFXD,2022-01-12
MTXD,2022-01-12
NCXD,2022-01-12
CPXD,2022-01-12
GLXD,2022-01-13
TLXD,2022-01-13
TPXD,2022-01-13
NFXD,2022-01-13
MCXD,2022-01-13
NCXD,2022-01-13
CPXD,2022-01-13
KNXD,2022-01-13
MKXD,2022-01-13
MTXD,2022-01-13
KKXD,2022-01-13
KKXD,2022-01-14
MKXD,2022-01-14
TPXD,2022-01-14
CPXD,2022-01-14
GLXD,2022-01-14
TLXD,2022-01-14
GHIF,2022-01-14
NFXD,2022-01-14
NCXD,2022-01-14
MCXD,2022-01-14
MNOF,2022-01-14
QRSTF,2022-01-14
MTXD,2022-01-14
ABCF,2022-01-14
DEFF,2022-01-14
KNXD,2022-01-14
JKLF,2022-01-14
UVWF,2022-01-14
XYZF,2022-01-14
TLXD,2022-01-17
NFXD,2022-01-17
NCXD,2022-01-17
GLXD,2022-01-17
MTXD,2022-01-17
KKXD,2022-01-17
MKXD,2022-01-17
KNXD,2022-01-17
MCXD,2022-01-17
TPXD,2022-01-17
CPXD,2022-01-17
TPXD,2022-01-18
KKXD,2022-01-18
CPXD,2022-01-18
MCXD,2022-01-18
GLXD,2022-01-18
MKXD,2022-01-18
MTXD,2022-01-18
TLXD,2022-01-18
NCXD,2022-01-18
NFXD,2022-01-18
KNXD,2022-01-18
MKXD,2022-01-19
GLXD,2022-01-19
KKXD,2022-01-19
KNXD,2022-01-19
NCXD,2022-01-19
TPXD,2022-01-19
TLXD,2022-01-19
NFXD,2022-01-19
MTXD,2022-01-19
CPXD,2022-01-19
MCXD,2022-01-19
NFXD,2022-01-20
NCXD,2022-01-20
TLXD,2022-01-20
CPXD,2022-01-20
KKXD,2022-01-20
GLXD,2022-01-20
MCXD,2022-01-20
KNXD,2022-01-20
MTXD,2022-01-20
TPXD,2022-01-20
MKXD,2022-01-20
KKXD,2022-01-21
TPXD,2022-01-21
KNXD,2022-01-21
MKXD,2022-01-21
TLXD,2022-01-21
MCXD,2022-01-21
MTXD,2022-01-21
NFXD,2022-01-21
GLXD,2022-01-21
NCXD,2022-01-21
CPXD,2022-01-21
MCXD,2022-01-24
TLXD,2022-01-24
KNXD,2022-01-24
CPXD,2022-01-24
NFXD,2022-01-24
TPXD,2022-01-24
GLXD,2022-01-24
KKXD,2022-01-24
NCXD,2022-01-24
MKXD,2022-01-24
MTXD,2022-01-24
NFXD,2022-01-25
TLXD,2022-01-25
MKXD,2022-01-25
KNXD,2022-01-25
GLXD,2022-01-25
MCXD,2022-01-25
MTXD,2022-01-25
KKXD,2022-01-25
NCXD,2022-01-25
TPXD,2022-01-25
CPXD,2022-01-25
KNXD,2022-01-26
MKXD,2022-01-26
NFXD,2022-01-26
MCXD,2022-01-26
CPXD,2022-01-26
KKXD,2022-01-26
TLXD,2022-01-26
GLXD,2022-01-26
NCXD,2022-01-26
MTXD,2022-01-26
TPXD,2022-01-26
NCXD,2022-01-27
MCXD,2022-01-27
CPXD,2022-01-27
TLXD,2022-01-27
KNXD,2022-01-27
TPXD,2022-01-27
GLXD,2022-01-27
MKXD,2022-01-27
NFXD,2022-01-27
KKXD,2022-01-27
MTXD,2022-01-27
MCXD,2022-01-28
CPXD,2022-01-28
TPXD,2022-01-28
MKXD,2022-01-28
MNOF,2022-01-28
ABCF,2022-01-28
JKLF,2022-01-28
MTXD,2022-01-28
QRSTF,2022-01-28
KKXD,2022-01-28
GLXD,2022-01-28
UVWF,2022-01-28
DEFF,2022-01-28
NFXD,2022-01-28
NCXD,2022-01-28
GHIF,2022-01-28
KNXD,2022-01-28
TLXD,2022-01-28
XYZF,2022-01-28
MKXD,2022-01-31
KKXD,2022-01-31
TLXD,2022-01-31
KNXD,2022-01-31
MTXD,2022-01-31
NFXD,2022-01-31
TPXD,2022-01-31
GLXD,2022-01-31
CPXD,2022-01-31
MCXD,2022-01-31
NCXD,2022-01-31
TLXD,2022-02-01
ABCM,2022-02-01
NFXD,2022-02-01
KNXD,2022-02-01
NCXD,2022-02-01
GHIM,2022-02-01
QRSTM,2022-02-01
JKLM,2022-02-01
UVWM,2022-02-01
MTXD,2022-02-01
GLXD,2022-02-01
KKXD,2022-02-01
XYZM,2022-02-01
MCXD,2022-02-01
MNOM,2022-02-01
DEFM,2022-02-01
MKXD,2022-02-01
TPXD,2022-02-01
CPXD,2022-02-01
MTXD,2022-02-02
